SOUTH FLORIDA WATER MANAGEMENT DISTRICT
NEXRAD QUERY RESULTS
Radar Rainfall in Inches

POLYGON, DATE, TIME, VALUE, FREQUENCY, QUALITY
NORTH LOXAHATCHEE ESTUARINE, 09/28/2022, 0400,   0.018, H, NRT
NORTH LOXAHATCHEE ESTUARINE, 09/28/2022, 0500,   0.272, H, NRT
NORTH LOXAHATCHEE ESTUARINE, 09/28/2022, 0600,   0.526, H, NRT
NORTH LOXAHATCHEE ESTUARINE, 09/28/2022, 0700,   0.141, H, NRT
NORTH LOXAHATCHEE ESTUARINE, 09/28/2022, 0800,   0.115, H, NRT
NORTH LOXAHATCHEE ESTUARINE, 09/28/2022, 0900,   0.003, H, NRT
NORTH LOXAHATCHEE ESTUARINE, 09/28/2022, 1000,   0.112, H, NRT
NORTH LOXAHATCHEE ESTUARINE, 09/28/2022, 1600,   0.065, H, NRT
NORTH LOXAHATCHEE ESTUARINE 2, 09/28/2022, 0100,   0.092, H, NRT
NORTH LOXAHATCHEE ESTUARINE 2, 09/28/2022, 0200,   0.304, H, NRT
NORTH LOXAHATCHEE ESTUARINE 2, 09/28/2022, 0400,   0.040, H, NRT
NORTH LOXAHATCHEE ESTUARINE 2, 09/28/2022, 0500,   0.390, H, NRT
NORTH LOXAHATCHEE ESTUARINE 2, 09/28/2022, 0600,   0.324, H, NRT
NORTH LOXAHATCHEE ESTUARINE 2, 09/28/2022, 0700,   0.118, H, NRT
NORTH LOXAHATCHEE ESTUARINE 2, 09/28/2022, 0800,   0.088, H, NRT
NORTH LOXAHATCHEE ESTUARINE 2, 09/28/2022, 0900,   0.008, H, NRT
NORTH LOXAHATCHEE ESTUARINE 2, 09/28/2022, 1000,   0.114, H, NRT
NORTH LOXAHATCHEE ESTUARINE 2, 09/28/2022, 1600,   0.036, H, NRT
NORTH MID- ESTUARY, 09/28/2022, 0000,   0.012, H, NRT
NORTH MID- ESTUARY, 09/28/2022, 0100,   0.023, H, NRT
NORTH MID- ESTUARY, 09/28/2022, 0200,   0.075, H, NRT
NORTH MID- ESTUARY, 09/28/2022, 0300,   0.440, H, NRT
NORTH MID- ESTUARY, 09/28/2022, 0400,   0.053, H, NRT
NORTH MID- ESTUARY, 09/28/2022, 0500,   0.144, H, NRT
NORTH MID- ESTUARY, 09/28/2022, 0600,   0.704, H, NRT
NORTH MID- ESTUARY, 09/28/2022, 0700,   0.136, H, NRT
NORTH MID- ESTUARY, 09/28/2022, 0800,   0.144, H, NRT
NORTH MID- ESTUARY, 09/28/2022, 0900,   0.003, H, NRT
NORTH MID- ESTUARY, 09/28/2022, 1000,   0.004, H, NRT
NORTH MID- ESTUARY, 09/28/2022, 1100,   0.084, H, NRT
NORTH MID- ESTUARY, 09/28/2022, 1300,   0.019, H, NRT
NORTH NEW RIVER CANAL EAST, 09/28/2022, 0000,   0.003, H, NRT
NORTH NEW RIVER CANAL EAST, 09/28/2022, 0200,   0.191, H, NRT
NORTH NEW RIVER CANAL EAST, 09/28/2022, 0300,   0.099, H, NRT
NORTH NEW RIVER CANAL EAST, 09/28/2022, 0400,   0.105, H, NRT
NORTH NEW RIVER CANAL EAST, 09/28/2022, 0600,   0.038, H, NRT
NORTH NEW RIVER CANAL EAST, 09/28/2022, 0900,   0.002, H, NRT
NORTH NEW RIVER CANAL EAST, 09/28/2022, 1200,   0.003, H, NRT
NORTH NEW RIVER CANAL EAST, 09/28/2022, 1300,   0.006, H, NRT
NORTH NEW RIVER CANAL EAST, 09/28/2022, 1500,   0.004, H, NRT
NORTH NEW RIVER CANAL EAST, 09/30/2022, 2100,   0.001, H, NRT
NORTH NEW RIVER CANAL EAST, 10/01/2022, 2300,   0.060, H, NRT
NORTH NEW RIVER CANAL EAST, 10/02/2022, 0000,   0.020, H, NRT
NORTH NEW RIVER CANAL EAST, 10/02/2022, 0200,   0.017, H, NRT
NORTH NEW RIVER CANAL EAST, 10/02/2022, 0300,   0.005, H, NRT
NORTH NEW RIVER CANAL EAST, 10/02/2022, 0500,   0.001, H, NRT
NORTH NEW RIVER CANAL WEST, 09/28/2022, 0000,   0.059, H, NRT
NORTH NEW RIVER CANAL WEST, 09/28/2022, 0100,   0.041, H, NRT
NORTH NEW RIVER CANAL WEST, 09/28/2022, 0200,   0.142, H, NRT
NORTH NEW RIVER CANAL WEST, 09/28/2022, 0300,   0.064, H, NRT
NORTH NEW RIVER CANAL WEST, 09/28/2022, 0400,   0.057, H, NRT
NORTH NEW RIVER CANAL WEST, 09/28/2022, 0500,   0.000, H, NRT
NORTH NEW RIVER CANAL WEST, 09/28/2022, 0600,   0.005, H, NRT
NORTH NEW RIVER CANAL WEST, 09/28/2022, 0800,   0.002, H, NRT
NORTH NEW RIVER CANAL WEST, 09/28/2022, 0900,   0.002, H, NRT
NORTH NEW RIVER CANAL WEST, 09/28/2022, 1100,   0.001, H, NRT
NORTH NEW RIVER CANAL WEST, 09/28/2022, 1200,   0.055, H, NRT
NORTH NEW RIVER CANAL WEST, 09/28/2022, 1300,   0.002, H, NRT
NORTH NEW RIVER CANAL WEST, 09/28/2022, 1400,   0.000, H, NRT
NORTH NEW RIVER CANAL WEST, 09/28/2022, 1500,   0.090, H, NRT
NORTH NEW RIVER CANAL WEST, 09/29/2022, 2100,   0.001, H, NRT
NORTH NEW RIVER CANAL WEST, 09/30/2022, 2000,   0.017, H, NRT
NORTH NEW RIVER CANAL WEST, 09/30/2022, 2100,   0.017, H, NRT
NORTH NEW RIVER CANAL WEST, 10/01/2022, 2300,   0.003, H, NRT
NORTH NEW RIVER CANAL WEST, 10/02/2022, 0000,   0.002, H, NRT
NORTH NEW RIVER CANAL WEST, 10/02/2022, 0200,   0.000, H, NRT
NORTH NEW RIVER CANAL WEST, 10/02/2022, 0300,   0.000, H, NRT
NUBBIN SLOUGH STA, 09/28/2022, 0000,   0.098, H, NRT
NUBBIN SLOUGH STA, 09/28/2022, 0100,   0.083, H, NRT
NUBBIN SLOUGH STA, 09/28/2022, 0200,   0.174, H, NRT
NUBBIN SLOUGH STA, 09/28/2022, 0300,   0.103, H, NRT
NUBBIN SLOUGH STA, 09/28/2022, 0400,   0.438, H, NRT
NUBBIN SLOUGH STA, 09/28/2022, 0500,   0.110, H, NRT
NUBBIN SLOUGH STA, 09/28/2022, 0600,   0.008, H, NRT
NUBBIN SLOUGH STA, 09/28/2022, 1100,   0.047, H, NRT
NUBBIN SLOUGH STA, 09/28/2022, 1200,   0.149, H, NRT
NUBBIN SLOUGH STA, 09/28/2022, 1400,   0.006, H, NRT
OKALOACOOCHEE, 09/28/2022, 0000,   0.017, H, NRT
OKALOACOOCHEE, 09/28/2022, 0100,   0.038, H, NRT
OKALOACOOCHEE, 09/28/2022, 0200,   0.000, H, NRT
OKALOACOOCHEE, 09/28/2022, 0300,   0.007, H, NRT
OKALOACOOCHEE, 09/28/2022, 0400,   0.010, H, NRT
OKALOACOOCHEE, 09/28/2022, 0500,   0.013, H, NRT
OKALOACOOCHEE, 09/28/2022, 0600,   0.083, H, NRT
OKALOACOOCHEE, 09/28/2022, 0700,   0.005, H, NRT
OKALOACOOCHEE, 09/28/2022, 0800,   0.024, H, NRT
OKALOACOOCHEE, 09/28/2022, 0900,   0.230, H, NRT
OKALOACOOCHEE, 09/28/2022, 1000,   0.121, H, NRT
OKALOACOOCHEE, 09/28/2022, 1100,   0.026, H, NRT
OKALOACOOCHEE, 09/28/2022, 1200,   0.057, H, NRT
OKALOACOOCHEE, 09/28/2022, 1300,   0.003, H, NRT
OKALOACOOCHEE, 09/28/2022, 1400,   0.043, H, NRT
OKALOACOOCHEE, 09/28/2022, 1500,   0.000, H, NRT
OKALOACOOCHEE, 09/28/2022, 1600,   0.017, H, NRT
OKALOACOOCHEE, 09/28/2022, 1700,   0.008, H, NRT
OKALOACOOCHEE, 09/28/2022, 1800,   0.038, H, NRT
OKALOACOOCHEE, 09/28/2022, 1900,   0.010, H, NRT
OKALOACOOCHEE, 09/28/2022, 2000,   0.004, H, NRT
OKALOACOOCHEE, 09/28/2022, 2100,   0.002, H, NRT
OKALOACOOCHEE, 09/28/2022, 2200,   0.008, H, NRT
OKALOACOOCHEE, 09/28/2022, 2300,   0.000, H, NRT
OLD CHANNEL OF NORTH NEW RIVER, 09/28/2022, 0000,   0.112, H, NRT
OLD CHANNEL OF NORTH NEW RIVER, 09/28/2022, 0100,   0.325, H, NRT
OLD CHANNEL OF NORTH NEW RIVER, 09/28/2022, 0200,   1.064, H, NRT
OLD CHANNEL OF NORTH NEW RIVER, 09/28/2022, 0300,   0.003, H, NRT
OLD CHANNEL OF NORTH NEW RIVER, 09/28/2022, 0500,   0.005, H, NRT
OLD CHANNEL OF NORTH NEW RIVER, 09/28/2022, 1100,   0.069, H, NRT
OLD CHANNEL OF NORTH NEW RIVER, 09/28/2022, 1200,   0.086, H, NRT
OLD CHANNEL OF NORTH NEW RIVER, 09/28/2022, 1400,   0.114, H, NRT
OLD CHANNEL OF NORTH NEW RIVER, 09/28/2022, 1500,   0.005, H, NRT
PAL MAR, 09/28/2022, 0000,   0.009, H, NRT
PAL MAR, 09/28/2022, 0100,   0.081, H, NRT
PAL MAR, 09/28/2022, 0200,   0.037, H, NRT
PAL MAR, 09/28/2022, 0300,   0.065, H, NRT
PAL MAR, 09/28/2022, 0400,   0.065, H, NRT
PAL MAR, 09/28/2022, 0500,   0.669, H, NRT
PAL MAR, 09/28/2022, 0600,   0.784, H, NRT
PAL MAR, 09/28/2022, 0700,   0.022, H, NRT
PAL MAR, 09/28/2022, 0800,   0.000, H, NRT
PAL MAR, 09/28/2022, 0900,   0.090, H, NRT
PAL MAR, 09/28/2022, 1000,   0.030, H, NRT
PAL MAR, 09/28/2022, 1200,   0.004, H, NRT
PAL MAR, 09/28/2022, 1300,   0.060, H, NRT
PAL MAR, 09/28/2022, 1400,   0.002, H, NRT
PAL MAR, 09/28/2022, 1500,   0.000, H, NRT
POMPANO CANAL, 09/28/2022, 0000,   0.071, H, NRT
POMPANO CANAL, 09/28/2022, 0100,   0.022, H, NRT
POMPANO CANAL, 09/28/2022, 0200,   0.109, H, NRT
POMPANO CANAL, 09/28/2022, 0300,   0.142, H, NRT
POMPANO CANAL, 09/28/2022, 0400,   0.135, H, NRT
POMPANO CANAL, 09/28/2022, 0500,   0.085, H, NRT
POMPANO CANAL, 09/28/2022, 0600,   0.059, H, NRT
POMPANO CANAL, 09/28/2022, 0700,   0.005, H, NRT
POMPANO CANAL, 09/28/2022, 0900,   0.023, H, NRT
POMPANO CANAL, 09/28/2022, 1000,   0.011, H, NRT
POMPANO CANAL, 09/28/2022, 1300,   0.000, H, NRT
POMPANO CANAL, 09/28/2022, 1400,   0.002, H, NRT
POMPANO CANAL, 09/28/2022, 1500,   0.001, H, NRT
POMPANO CANAL, 09/30/2022, 2000,   0.002, H, NRT
POMPANO CANAL, 09/30/2022, 2100,   0.000, H, NRT
POMPANO CANAL, 10/01/2022, 2300,   0.129, H, NRT
POMPANO CANAL, 10/02/2022, 0000,   0.224, H, NRT
POMPANO CANAL, 10/02/2022, 0100,   0.183, H, NRT
POMPANO CANAL, 10/02/2022, 0200,   0.089, H, NRT
POMPANO CANAL, 10/02/2022, 0300,   0.055, H, NRT
POMPANO CANAL, 10/02/2022, 0400,   0.014, H, NRT
POMPANO CANAL, 10/02/2022, 0500,   0.033, H, NRT
POMPANO CANAL, 10/02/2022, 0600,   0.002, H, NRT
ROTENBERGER, 09/28/2022, 0000,   0.337, H, NRT
ROTENBERGER, 09/28/2022, 0100,   0.256, H, NRT
ROTENBERGER, 09/28/2022, 0200,   0.001, H, NRT
ROTENBERGER, 09/28/2022, 0400,   0.000, H, NRT
ROTENBERGER, 09/28/2022, 0700,   0.000, H, NRT
ROTENBERGER, 09/28/2022, 0900,   0.000, H, NRT
ROTENBERGER, 09/28/2022, 1000,   0.000, H, NRT
ROTENBERGER, 09/28/2022, 1100,   0.018, H, NRT
ROTENBERGER, 09/28/2022, 1200,   0.003, H, NRT
ROTENBERGER, 09/28/2022, 1300,   0.007, H, NRT
ROTENBERGER, 09/28/2022, 1700,   0.002, H, NRT
S-131, 09/28/2022, 0000,   0.041, H, NRT
S-131, 09/28/2022, 0100,   0.349, H, NRT
S-131, 09/28/2022, 0200,   0.764, H, NRT
S-131, 09/28/2022, 0300,   0.115, H, NRT
S-131, 09/28/2022, 0400,   0.000, H, NRT
S-131, 09/28/2022, 0600,   0.005, H, NRT
S-131, 09/28/2022, 0900,   0.042, H, NRT
S-131, 09/28/2022, 1000,   0.234, H, NRT
S-133, 09/28/2022, 0000,   0.066, H, NRT
S-133, 09/28/2022, 0100,   0.063, H, NRT
S-133, 09/28/2022, 0200,   0.199, H, NRT
S-133, 09/28/2022, 0300,   0.156, H, NRT
S-133, 09/28/2022, 0400,   0.239, H, NRT
S-133, 09/28/2022, 0500,   0.113, H, NRT
S-133, 09/28/2022, 0600,   0.002, H, NRT
S-133, 09/28/2022, 0700,   0.000, H, NRT
S-133, 09/28/2022, 0800,   0.001, H, NRT
S-133, 09/28/2022, 1000,   0.005, H, NRT
S-133, 09/28/2022, 1100,   0.046, H, NRT
S-133, 09/28/2022, 1200,   0.008, H, NRT
S-133, 09/28/2022, 1300,   0.000, H, NRT
S-133, 09/28/2022, 1400,   0.000, H, NRT
S-133, 09/28/2022, 2100,   0.000, H, NRT
S-133, 09/29/2022, 0900,   0.000, H, NRT
S-135, 09/28/2022, 0000,   0.062, H, NRT
S-135, 09/28/2022, 0100,   0.102, H, NRT
S-135, 09/28/2022, 0200,   0.122, H, NRT
S-135, 09/28/2022, 0300,   0.213, H, NRT
S-135, 09/28/2022, 0400,   0.310, H, NRT
S-135, 09/28/2022, 0500,   0.090, H, NRT
S-135, 09/28/2022, 0600,   0.000, H, NRT
S-135, 09/28/2022, 1100,   0.141, H, NRT
S-135, 09/28/2022, 1200,   0.077, H, NRT
S-135, 09/28/2022, 1300,   0.009, H, NRT
S-135, 09/28/2022, 1400,   0.001, H, NRT
S-153, 09/28/2022, 0000,   0.067, H, NRT
S-153, 09/28/2022, 0100,   0.086, H, NRT
S-153, 09/28/2022, 0200,   0.150, H, NRT
S-153, 09/28/2022, 0300,   0.123, H, NRT
S-153, 09/28/2022, 0400,   0.368, H, NRT
S-153, 09/28/2022, 0500,   0.266, H, NRT
S-153, 09/28/2022, 0600,   0.000, H, NRT
S-153, 09/28/2022, 0800,   0.011, H, NRT
S-153, 09/28/2022, 1100,   0.030, H, NRT
S-153, 09/28/2022, 1200,   0.035, H, NRT
S-153, 09/28/2022, 1300,   0.006, H, NRT
S-154, 09/28/2022, 0000,   0.034, H, NRT
S-154, 09/28/2022, 0100,   0.089, H, NRT
S-154, 09/28/2022, 0200,   0.225, H, NRT
S-154, 09/28/2022, 0300,   0.101, H, NRT
S-154, 09/28/2022, 0400,   0.200, H, NRT
S-154, 09/28/2022, 0500,   0.211, H, NRT
S-154, 09/28/2022, 0600,   0.021, H, NRT
S-154, 09/28/2022, 0700,   0.001, H, NRT
S-154, 09/28/2022, 0800,   0.007, H, NRT
S-154, 09/28/2022, 1000,   0.013, H, NRT
S-154, 09/28/2022, 1100,   0.065, H, NRT
S-154, 09/28/2022, 1200,   0.016, H, NRT
S-154, 09/28/2022, 2000,   0.002, H, NRT
S-154, 09/28/2022, 2100,   0.005, H, NRT
S-154, 09/29/2022, 0800,   0.004, H, NRT
S-154, 09/29/2022, 0900,   0.003, H, NRT
S-154C, 09/28/2022, 0000,   0.043, H, NRT
S-154C, 09/28/2022, 0100,   0.064, H, NRT
S-154C, 09/28/2022, 0200,   0.203, H, NRT
S-154C, 09/28/2022, 0300,   0.148, H, NRT
S-154C, 09/28/2022, 0400,   0.198, H, NRT
S-154C, 09/28/2022, 0500,   0.069, H, NRT
S-154C, 09/28/2022, 0600,   0.008, H, NRT
S-154C, 09/28/2022, 0700,   0.005, H, NRT
S-154C, 09/28/2022, 1000,   0.032, H, NRT
S-154C, 09/28/2022, 1100,   0.111, H, NRT
S-236, 09/28/2022, 0000,   0.273, H, NRT
S-236, 09/28/2022, 0100,   0.931, H, NRT
S-236, 09/28/2022, 0200,   0.443, H, NRT
S-236, 09/28/2022, 0300,   0.059, H, NRT
S-236, 09/28/2022, 1000,   0.004, H, NRT
S-236, 09/28/2022, 1100,   0.001, H, NRT
S-236, 09/28/2022, 1200,   0.004, H, NRT
S-236, 09/28/2022, 1300,   0.001, H, NRT
S-2_6_7, 09/28/2022, 0000,   0.095, H, NRT
S-2_6_7, 09/28/2022, 0100,   0.217, H, NRT
S-2_6_7, 09/28/2022, 0200,   0.490, H, NRT
S-2_6_7, 09/28/2022, 0300,   0.220, H, NRT
S-2_6_7, 09/28/2022, 0400,   0.019, H, NRT
S-2_6_7, 09/28/2022, 0500,   0.003, H, NRT
S-2_6_7, 09/28/2022, 0600,   0.000, H, NRT
S-2_6_7, 09/28/2022, 1000,   0.047, H, NRT
S-2_6_7, 09/28/2022, 1100,   0.093, H, NRT
S-2_6_7, 09/28/2022, 1200,   0.028, H, NRT
S-2_6_7, 09/28/2022, 1300,   0.000, H, NRT
S-2_6_7, 09/28/2022, 1400,   0.011, H, NRT
S-2_6_7, 09/28/2022, 1500,   0.004, H, NRT
S-2_6_7, 09/28/2022, 1700,   0.000, H, NRT
S-2_6_7, 09/28/2022, 1800,   0.001, H, NRT
S-3_8, 09/28/2022, 0000,   0.696, H, NRT
S-3_8, 09/28/2022, 0100,   1.016, H, NRT
S-3_8, 09/28/2022, 0200,   0.212, H, NRT
S-3_8, 09/28/2022, 0300,   0.008, H, NRT
S-3_8, 09/28/2022, 0500,   0.000, H, NRT
S-3_8, 09/28/2022, 0700,   0.000, H, NRT
S-3_8, 09/28/2022, 0900,   0.005, H, NRT
S-3_8, 09/28/2022, 1000,   0.012, H, NRT
S-3_8, 09/28/2022, 1100,   0.009, H, NRT
S-3_8, 09/28/2022, 1200,   0.004, H, NRT
S-3_8, 09/28/2022, 1300,   0.004, H, NRT
S-3_8, 09/28/2022, 1700,   0.000, H, NRT
S-3_8, 09/28/2022, 1800,   0.000, H, NRT
S-4, 09/28/2022, 0000,   0.161, H, NRT
S-4, 09/28/2022, 0100,   1.006, H, NRT
S-4, 09/28/2022, 0200,   0.574, H, NRT
S-4, 09/28/2022, 0300,   0.022, H, NRT
S-4, 09/28/2022, 0900,   0.069, H, NRT
S-4, 09/28/2022, 1000,   0.150, H, NRT
S-4, 09/28/2022, 1100,   0.003, H, NRT
S-4, 09/28/2022, 1200,   0.005, H, NRT
S-4, 09/28/2022, 1300,   0.002, H, NRT
S-5A, 09/28/2022, 0000,   0.031, H, NRT
S-5A, 09/28/2022, 0100,   0.238, H, NRT
S-5A, 09/28/2022, 0200,   0.060, H, NRT
S-5A, 09/28/2022, 0300,   0.540, H, NRT
S-5A, 09/28/2022, 0400,   0.025, H, NRT
S-5A, 09/28/2022, 0500,   0.146, H, NRT
S-5A, 09/28/2022, 0700,   0.003, H, NRT
S-5A, 09/28/2022, 0900,   0.000, H, NRT
S-5A, 09/28/2022, 1000,   0.002, H, NRT
S-5A, 09/28/2022, 1100,   0.103, H, NRT
S-5A, 09/28/2022, 1200,   0.027, H, NRT
S-5A, 09/28/2022, 1300,   0.000, H, NRT
S-5A, 09/28/2022, 1400,   0.005, H, NRT
S-5A, 09/28/2022, 1500,   0.001, H, NRT
S-65A, 09/28/2022, 0000,   0.110, H, NRT
S-65A, 09/28/2022, 0100,   0.029, H, NRT
S-65A, 09/28/2022, 0200,   0.146, H, NRT
S-65A, 09/28/2022, 0300,   0.322, H, NRT
S-65A, 09/28/2022, 0400,   0.238, H, NRT
S-65A, 09/28/2022, 0500,   0.178, H, NRT
S-65A, 09/28/2022, 0600,   0.158, H, NRT
S-65A, 09/28/2022, 0700,   0.187, H, NRT
S-65A, 09/28/2022, 0800,   0.068, H, NRT
S-65A, 09/28/2022, 0900,   0.097, H, NRT
S-65A, 09/28/2022, 1000,   0.002, H, NRT
S-65A, 09/28/2022, 1100,   0.067, H, NRT
S-65A, 09/28/2022, 1200,   0.402, H, NRT
S-65A, 09/28/2022, 1300,   0.214, H, NRT
S-65A, 09/28/2022, 1400,   0.007, H, NRT
S-65A, 09/28/2022, 1600,   0.005, H, NRT
S-65A, 09/28/2022, 1700,   0.094, H, NRT
S-65A, 09/28/2022, 1800,   0.101, H, NRT
S-65A, 09/28/2022, 1900,   0.147, H, NRT
S-65A, 09/28/2022, 2000,   0.313, H, NRT
S-65A, 09/28/2022, 2100,   0.253, H, NRT
S-65A, 09/28/2022, 2200,   0.547, H, NRT
S-65A, 09/28/2022, 2300,   0.915, H, NRT
S-65A, 09/29/2022, 0000,   0.027, H, NRT
S-65A, 09/29/2022, 0100,   0.007, H, NRT
S-65A, 09/29/2022, 0500,   0.047, H, NRT
S-65A, 09/29/2022, 0600,   0.001, H, NRT
S-65A, 09/29/2022, 0700,   0.047, H, NRT
S-65A, 09/29/2022, 0800,   0.049, H, NRT
S-65A, 09/29/2022, 0900,   0.002, H, NRT
S-65A, 09/29/2022, 1200,   0.000, H, NRT
S-65A, 09/30/2022, 2300,   0.000, H, NRT
S-65A, 10/01/2022, 0100,   0.002, H, NRT
S-65A, 10/01/2022, 0400,   0.000, H, NRT
S-65E, 09/28/2022, 0000,   0.027, H, NRT
S-65E, 09/28/2022, 0100,   0.079, H, NRT
S-65E, 09/28/2022, 0200,   0.212, H, NRT
S-65E, 09/28/2022, 0300,   0.102, H, NRT
S-65E, 09/28/2022, 0400,   0.192, H, NRT
S-65E, 09/28/2022, 0500,   0.040, H, NRT
S-65E, 09/28/2022, 0600,   0.041, H, NRT
S-65E, 09/28/2022, 0700,   0.053, H, NRT
S-65E, 09/28/2022, 0800,   0.002, H, NRT
S-65E, 09/28/2022, 1000,   0.032, H, NRT
S-65E, 09/28/2022, 1100,   0.172, H, NRT
S-65E, 09/28/2022, 1200,   0.001, H, NRT
S-65E, 09/28/2022, 2000,   0.001, H, NRT
S-65E, 09/28/2022, 2100,   0.001, H, NRT
S-65E, 09/29/2022, 0800,   0.010, H, NRT
S-65E, 09/29/2022, 0900,   0.002, H, NRT
S191, 09/28/2022, 0000,   0.072, H, NRT
S191, 09/28/2022, 0100,   0.118, H, NRT
S191, 09/28/2022, 0200,   0.214, H, NRT
S191, 09/28/2022, 0300,   0.128, H, NRT
S191, 09/28/2022, 0400,   0.416, H, NRT
S191, 09/28/2022, 0500,   0.194, H, NRT
S191, 09/28/2022, 0600,   0.062, H, NRT
S191, 09/28/2022, 0700,   0.001, H, NRT
S191, 09/28/2022, 0800,   0.010, H, NRT
S191, 09/28/2022, 1000,   0.000, H, NRT
S191, 09/28/2022, 1100,   0.037, H, NRT
S191, 09/28/2022, 1200,   0.184, H, NRT
S191, 09/28/2022, 1300,   0.018, H, NRT
S191, 09/28/2022, 1400,   0.002, H, NRT
S191, 09/28/2022, 2000,   0.001, H, NRT
S191, 09/28/2022, 2100,   0.007, H, NRT
S191, 09/28/2022, 2200,   0.000, H, NRT
S191, 09/29/2022, 0900,   0.000, H, NRT
S332D DETENTION AREA, 09/28/2022, 0400,   0.010, H, NRT
S332D DETENTION AREA, 09/28/2022, 0500,   0.007, H, NRT
S332D DETENTION AREA, 09/28/2022, 1000,   0.014, H, NRT
S332D DETENTION AREA, 09/28/2022, 1200,   0.008, H, NRT
S332D DETENTION AREA, 09/28/2022, 1300,   0.000, H, NRT
S332D DETENTION AREA, 09/28/2022, 1400,   0.005, H, NRT
S332D DETENTION AREA, 09/28/2022, 1500,   0.000, H, NRT
S332D DETENTION AREA, 09/28/2022, 2100,   0.000, H, NRT
S63A, 09/28/2022, 0000,   0.008, H, NRT
S63A, 09/28/2022, 0100,   0.206, H, NRT
S63A, 09/28/2022, 0200,   0.076, H, NRT
S63A, 09/28/2022, 0300,   0.140, H, NRT
S63A, 09/28/2022, 0400,   0.148, H, NRT
S63A, 09/28/2022, 0500,   0.172, H, NRT
S63A, 09/28/2022, 0600,   0.159, H, NRT
S63A, 09/28/2022, 0700,   0.220, H, NRT
S63A, 09/28/2022, 0800,   0.126, H, NRT
S63A, 09/28/2022, 0900,   0.098, H, NRT
S63A, 09/28/2022, 1000,   0.064, H, NRT
S63A, 09/28/2022, 1200,   0.015, H, NRT
S63A, 09/28/2022, 1300,   0.017, H, NRT
S63A, 09/28/2022, 1400,   0.329, H, NRT
S63A, 09/28/2022, 1500,   0.204, H, NRT
S63A, 09/28/2022, 1800,   0.151, H, NRT
S63A, 09/28/2022, 1900,   0.391, H, NRT
S63A, 09/28/2022, 2000,   0.570, H, NRT
S63A, 09/28/2022, 2100,   0.720, H, NRT
S63A, 09/28/2022, 2200,   0.926, H, NRT
S63A, 09/28/2022, 2300,   1.695, H, NRT
S63A, 09/29/2022, 0000,   0.404, H, NRT
S63A, 09/29/2022, 0100,   0.248, H, NRT
S63A, 09/29/2022, 0200,   0.084, H, NRT
S63A, 09/29/2022, 0300,   0.001, H, NRT
S63A, 09/29/2022, 0800,   0.000, H, NRT
S63A, 09/29/2022, 0900,   0.029, H, NRT
S63A, 09/29/2022, 1000,   0.042, H, NRT
S63A, 09/29/2022, 1100,   0.045, H, NRT
S63A, 09/29/2022, 1200,   0.000, H, NRT
S63A, 09/29/2022, 1400,   0.000, H, NRT
S63A, 09/30/2022, 2100,   0.000, H, NRT
S63A, 10/01/2022, 0100,   0.000, H, NRT
SDA, 09/28/2022, 0400,   0.022, H, NRT
SDA, 09/28/2022, 0500,   0.003, H, NRT
SDA, 09/28/2022, 1200,   0.007, H, NRT
SDA, 09/28/2022, 1300,   0.007, H, NRT
SDA, 09/28/2022, 1500,   0.005, H, NRT
SDA, 09/28/2022, 2100,   0.000, H, NRT
SHELL CREEK, 09/28/2022, 0000,   0.008, H, NRT
SHELL CREEK, 09/28/2022, 0100,   0.110, H, NRT
SHELL CREEK, 09/28/2022, 0200,   0.258, H, NRT
SHELL CREEK, 09/28/2022, 0300,   0.222, H, NRT
SHELL CREEK, 09/28/2022, 0400,   0.108, H, NRT
SHELL CREEK, 09/28/2022, 0500,   0.119, H, NRT
SHELL CREEK, 09/28/2022, 0600,   0.106, H, NRT
SHELL CREEK, 09/28/2022, 0700,   0.211, H, NRT
SHELL CREEK, 09/28/2022, 0800,   0.156, H, NRT
SHELL CREEK, 09/28/2022, 0900,   0.201, H, NRT
SHELL CREEK, 09/28/2022, 1000,   0.203, H, NRT
SHELL CREEK, 09/28/2022, 1100,   0.107, H, NRT
SHELL CREEK, 09/28/2022, 1200,   0.077, H, NRT
SHELL CREEK, 09/28/2022, 1300,   0.114, H, NRT
SHELL CREEK, 09/28/2022, 1400,   0.355, H, NRT
SHELL CREEK, 09/28/2022, 1500,   0.397, H, NRT
SHELL CREEK, 09/28/2022, 1600,   0.509, H, NRT
SHELL CREEK, 09/28/2022, 1700,   0.158, H, NRT
SHELL CREEK, 09/28/2022, 1800,   0.048, H, NRT
SHELL CREEK, 09/28/2022, 1900,   0.145, H, NRT
SHELL CREEK, 09/28/2022, 2000,   0.042, H, NRT
SHELL CREEK, 09/28/2022, 2100,   0.016, H, NRT
SHELL CREEK, 09/28/2022, 2200,   0.002, H, NRT
SHELL CREEK, 09/28/2022, 2300,   0.001, H, NRT
SHELL CREEK, 09/29/2022, 0400,   0.000, H, NRT
SHINGLE CREEK, 09/28/2022, 0000,   0.011, H, NRT
SHINGLE CREEK, 09/28/2022, 0100,   0.030, H, NRT
SHINGLE CREEK, 09/28/2022, 0200,   0.000, H, NRT
SHINGLE CREEK, 09/28/2022, 0300,   0.026, H, NRT
SHINGLE CREEK, 09/28/2022, 0400,   0.153, H, NRT
SHINGLE CREEK, 09/28/2022, 0500,   0.099, H, NRT
SHINGLE CREEK, 09/28/2022, 0600,   0.038, H, NRT
